,titulo,resumo,sessao,data,portal,link,sentiment,proba_positiva,proba_negativa
182,"Inscrições são abertas para concurso público em Ministro Andreazza, RO; salários chegam a R$ 8 mil",Inscrições podem ser feitas até o dia 20 de agosto. Estão disponíveis mais de 30 vagas em cargos de todos os níveis de ensino. , Rondônia ,2020-07-20 19:31:27.928523,G1,https://g1.globo.com/ro/rondonia/noticia/2020/07/20/inscricoes-sao-abertas-para-concurso-publico-em-ministro-andreazza-ro-salarios-chegam-a-r-8-mil.ghtml,1,0.5983730642011168,0.4016269357988832
183,1/3 das estações de esgoto da Região Metropolitana do RJ estão desativadas,"Segundo o INEA, das 437 estações de tratamento, 134 não funcionam. Só a Baia de Guanabara recebe o equivalente a mais de 23 mil caminhões de esgoto in natura por dia, segundo especialistas.", Rio de Janeiro ,2020-07-20 19:31:27.929182,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/20/13-das-estacoes-de-esgoto-da-regiao-metropolitana-do-rj-estao-desativadas.ghtml,1,0.8195773713814157,0.18042262861858427
184,Flordelis não comparece a depoimento no RJ sobre adoção de filha sem certidão,Ela ia depor na Delegacia de Proteção à Criança e ao Adolescente de Niterói (RJ) nesta segunda (20). Advogados informaram que a deputada tinha outros compromissos e vão pedir que nova data seja marcada., Rio de Janeiro ,2020-07-20 19:31:27.929678,G1,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/07/20/deputada-flordelis-falta-a-depoimento-a-policia-do-rj-sobre-adocao-sem-certidao.ghtml,1,0.6106722723050141,0.3893277276949859
185,Veja as vagas de emprego do Sine Macapá para 21 de julho; inscrições são pela web,"Há oportunidades para funções como babá, empregada doméstica, montador de móveis, vendedor externo e operador de transpalete.", Amapá ,2020-07-20 19:31:27.930343,G1,https://g1.globo.com/ap/amapa/noticia/2020/07/20/veja-as-vagas-de-emprego-do-sine-macapa-para-21-de-julho-inscricoes-sao-pela-web.ghtml,1,0.7096008683373572,0.29039913166264275
0,"Que vergonha, AMB!",A Associação Médica Brasileira critica a politização de um medicamento ao mesmo tempo em que o politiza ,None,"21 Jul 2020, 17h04",Veja,https://veja.abril.com.br/blog/ricardo-rangel/que-vergonha-amb/,1,0.5983730642011168,0.4016269357988832
1,"Com Neymar em plena forma, PSG volta a golear em amistoso pré-decisões",Clube francês fará finais domésticas contra Saint-Étienne e Lyon antes de encarar a Atalanta pela Liga dos Campeões em Lisboa,Placar ,No date related,Veja,https://veja.abril.com.br/placar/com-neymar-em-plena-forma-psg-volta-a-golear-em-amistoso-pre-decisoes/,1,0.5983730642011168,0.4016269357988832
2,"Com ajuda de médicos, ‘Grey’s Anatomy’ vai abordar pandemia na série",Atores estão conversando com profissionais da linha de frente do combate à doença,Entretenimento ,No date related,Veja,https://veja.abril.com.br/entretenimento/com-ajuda-de-medicos-greys-anatomy-vai-abordar-pandemia-na-serie/,1,0.5983730642011168,0.4016269357988832
3,Governo busca manobra fiscal perigosa,A ideia de isentar investimentos públicos do teto de gastos pode levar à perda de controle fiscal,Economia ,"21 Jul 2020, 16h46",Veja,https://veja.abril.com.br/blog/mailson-da-nobrega/governo-busca-manobra-fiscal-perigosa/,1,0.5566621083241734,0.4433378916758266
4,Pandemia representa o maior teste para as democracias das Américas,"Representante do Brasil na Comissão Interamericana de Direitos Humanos diz que populismo autoritário ganha protagonismo, com risco de restringir liberdades",Política ,"21 Jul 2020, 16h32",Veja,https://veja.abril.com.br/blog/matheus-leitao/pandemia-representa-o-maior-teste-para-as-democracias-das-americas/,1,0.5517645420922082,0.44823545790779185
5,Pequeno vilarejo da Itália comemora primeiro bebê nascido em oito anos,"Chegada de Denis, nascido no domingo 19, leva número de habitantes de Morterone para 29 pessoas ",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/pequeno-vilarejo-da-italia-comemora-primeiro-bebe-nascido-em-oito-anos/,1,0.5983730642011168,0.4016269357988832
6,A Lava Jato acabou?,A ação contra o senador Serra mostra que operação precisa de rumo,Política ,"21 Jul 2020, 16h07",Veja,https://veja.abril.com.br/blog/thomas-traumann/a-lava-jato-acabou/,1,0.5983730642011168,0.4016269357988832
7,A desigualdade social vai aumentar no mundo após a pandemia?,Projeção prevê que 20 milhões de latino-americanos devem entrar para a lista da fome até 2030,Economia ,No date related,Veja,https://veja.abril.com.br/videos/veja-explica/a-desigualdade-social-vai-aumentar-no-mundo-apos-a-pandemia/,1,0.5983730642011168,0.4016269357988832
8,Ministros do STF esperam ação de Aras contra Roberto Jefferson,,Brasil ,"21 Jul 2020, 16h05",Veja,https://veja.abril.com.br/blog/radar/ministros-do-stf-esperam-acao-de-aras-contra-roberto-jefferson/,1,0.8195773713814157,0.18042262861858427
9,"Diante de quedas em pesquisas, campanha de Trump dobra os gastos mensais",Presidente desembolsou mais de 50 milhões de dólares em junho para veicular anúncios criticando oponente Joe Biden por sua idade e relação com a China,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/diante-de-quedas-em-pesquisas-campanha-de-trump-dobra-os-gastos-mensais/,1,0.5983730642011168,0.4016269357988832
10,Governo entrega reforma tributária pela metade ao Congresso,"Ministro da Economia, Paulo Guedes, levou ao Legislativo a proposta do governo para unificar impostos federais; nova CPMF e mudanças no IR ficam para depois",Economia ,No date related,Veja,https://veja.abril.com.br/economia/governo-entrega-reforma-tributaria-pela-metade-ao-congresso/,1,0.5983730642011168,0.4016269357988832
11,Processo contra Deltan no CNMP avança com depoimento de Renan,,Brasil ,"21 Jul 2020, 15h17",Veja,https://veja.abril.com.br/blog/radar/processo-contra-deltan-no-cnmp-avanca-com-depoimento-de-renan/,1,0.8495412438232033,0.15045875617679672
12,‘Italexit’: senador conservador lança partido para tirar Itália da UE,"Questão europeia dominou a política italiana nos últimos anos, com eurocéticos culpando a UE pela estagnação econômica crônica do país ",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/italexit-senador-conservador-lanca-partido-para-tirar-italia-da-ue/,1,0.5983730642011168,0.4016269357988832
13,Empresa investigada pela PF doou R$ 50 mil ao ‘caixa 1’ de Serra em 2014,O então presidente da LRC Eventos e Promoções também repassou o mesmo valor ao senador; empresa é suspeita de intermediar dinheiro da Qualicorp ,Política ,No date related,Veja,https://veja.abril.com.br/politica/empresa-investigada-pela-pf-doou-r-50-mil-ao-caixa-1-de-serra-em-2014/,1,0.6344159017317644,0.36558409826823557
14,Festival de teatro vai reunir atores de musicais em evento virtual,"Com mais de seis horas de duração, o 'Dreamcast' terá a participação de 60 atores em 45 apresentações exclusivas de musicais nacionais e internacionais",Entretenimento ,No date related,Veja,https://veja.abril.com.br/entretenimento/festival-de-teatro-vai-reunir-atores-de-musicais-em-evento-virtual/,1,0.6227054587086924,0.3772945412913076
15,A prisão de Junior da Qualicorp e a preocupação petista,"Segundo Antônio Palocci, empresário ganhou contrato na Petrobras e deu dinheiro ao filho do ex-presidente Lula",Política ,No date related,Veja,https://veja.abril.com.br/politica/a-prisao-de-junior-da-qualicorp-e-a-preocupacao-petista/,1,0.5983730642011168,0.4016269357988832
16,Membros da Lava-Jato criticam proibição de buscas contra Serra no Senado,,Política ,"21 Jul 2020, 14h35",Veja,https://veja.abril.com.br/blog/radar/membros-da-lava-jato-criticam-proibicao-de-buscas-contra-serra-no-senado/,1,0.5983730642011168,0.4016269357988832
17,EUA acusam hackers chineses de tentar roubar dados de vacina da Covid-19,Pequim vem constantemente negando quaisquer irregularidades; Denúncia acontece poucos dias após países acusarem Rússia de ataques cibernéticos,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/eua-acusam-hackers-chineses-de-tentar-roubar-dados-de-vacina-da-covid/,0,0.32850667211993767,0.6714933278800623
18,"Lula, João de Deus, Dior e Vuitton: a rede do casal da Qualicorp","Fundador da empresa, José Seripieri Júnior foi preso nesta terça, 21, na Operação Paralelo 23, que mira suposto caixa dois na campanha de José Serra ",Brasil ,"21 Jul 2020, 14h19",Veja,https://veja.abril.com.br/blog/veja-gente/lula-joao-de-deus-dior-e-vuitton-a-rede-do-casal-da-qualicorp/,1,0.851510960574919,0.14848903942508096
19,Os bastidores do impedimento da busca e apreensão no gabinete de Serra,Gabinete do tucano no Senado foi guarnecido enquanto decisão sobre cumprimento ou não da busca e apreensão era resolvida,Política ,"21 Jul 2020, 13h09",Veja,https://veja.abril.com.br/blog/matheus-leitao/os-bastidores-do-impedimento-da-busca-e-apreensao-no-gabinete-de-serra/,1,0.8195773713814157,0.18042262861858427
20,Presidente do TJRJ abre apuração contra juízes de seu gabinete,,Brasil ,"21 Jul 2020, 13h05",Veja,https://veja.abril.com.br/blog/radar/presidente-do-tjrj-abre-apuracao-contra-juizes-de-seu-gabinete/,1,0.8195773713814157,0.18042262861858427
21,A movediça base de apoio do governo,"Mesmo depois da farta distribuição de prebendas, o governo não teve votos suficientes para barrar projetos contrários a seus interesses ",None,"21 Jul 2020, 13h00",Veja,https://veja.abril.com.br/blog/noblat/a-movedica-base-de-apoio-do-governo/,1,0.8195773713814157,0.18042262861858427
22,Anvisa aprova teste clínico de vacina da Pfizer,Serão 5.000 voluntários entre São Paulo e Bahia,Saúde ,No date related,Veja,https://veja.abril.com.br/saude/anvisa-aprova-teste-clinico-de-vacina-da-pfizer/,1,0.5983730642011168,0.4016269357988832
23,Distorções entre estados fazem com que quase 50% da frota não pague IPVA,"Levantamento exclusivo mostra que diferença de isenções leva a guerra de impostos entre os estados. Em SC, 78,6% dos carros são livres do tributo",Economia ,No date related,Veja,https://veja.abril.com.br/economia/distorcoes-entre-estados-faz-que-quase-50-da-frota-do-pais-nao-pague-ipva/,1,0.8130995026528253,0.18690049734717473
24,"Covid-19: quem receberá primeiro a vacina chinesa no Brasil, se aprovada","O Instituto Butantan será responsável por produzir as primeiras 120 milhões de doses, suficientes para imunizar 60 milhões de pacientes",Saúde ,No date related,Veja,https://veja.abril.com.br/saude/covid-19-quem-devera-receber-a-vacina-chinesa-no-brasil-se-aprovada/,0,0.32850667211993767,0.6714933278800623
25,Trump promete expandir envio de forças federais a cidades democratas,Oposição acusa presidente de usar presença de agentes federais como 'teatro político' em ano eleitoral para tentar reverter pesquisas de opinião,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/trump-promete-expandir-envio-de-forcas-federais-a-cidades-democratas/,1,0.5983730642011168,0.4016269357988832
26,Reforma tributária: CPMF e taxação de dividendos serão enviadas em agosto,"Além dos polêmicos tributos criados para desonerar a folha de pagamentos, segunda parte do projeto do governo também prevê o imposto negativo",Economia ,No date related,Veja,https://veja.abril.com.br/economia/reforma-tributaria-cpmf-e-taxacao-de-dividendos-serao-enviadas-em-agosto/,1,0.5983730642011168,0.4016269357988832
27,‘Desejo Sombrio’: O DNA das novelas mexicanas na série pop da Netflix,"Produção com a ex-RBD Maite Perroni despontou entre as mais populares do canal com um misto de mistério, sexo e o típico melodrama dos folhetins latinos",Entretenimento ,"21 Jul 2020, 12h13",Veja,https://veja.abril.com.br/blog/tela-plana/desejo-sombrio-o-dna-das-novelas-mexicanas-na-serie-pop-da-netflix/,1,0.5779986253761787,0.42200137462382126
28,Toffoli suspende busca e apreensão em gabinete de Serra no Senado,,Política ,"21 Jul 2020, 12h04",Veja,https://veja.abril.com.br/blog/radar/toffoli-suspende-busca-e-apreensao-em-gabinete-de-serra-no-senado/,1,0.5983730642011168,0.4016269357988832
29,Governo revive CPMF na reforma tributária (por Nestor Rabello),R$ 100 bilhões ao ano ,None,"21 Jul 2020, 12h00",Veja,https://veja.abril.com.br/blog/noblat/governo-revive-cpmf-na-reforma-tributaria-por-nestor-rabello/,1,0.5983730642011168,0.4016269357988832
30,"Ao STF, Senado fala em usurpação de competência pela Justiça Eleitoral","Para a Casa, a decisão que determinou buscas em gabinete de José Serra “acarreta grave instabilidade democrática e jurídica""",Política ,"21 Jul 2020, 11h55",Veja,https://veja.abril.com.br/blog/matheus-leitao/ao-stf-senado-fala-em-usurpacao-de-competencia-pela-justica-eleitoral/,1,0.5983730642011168,0.4016269357988832
31,Governo e Congresso retomam diálogo pela reforma tributária nesta terça,,Economia ,"21 Jul 2020, 11h20",Veja,https://veja.abril.com.br/blog/radar/governo-e-congresso-retomam-dialogo-pela-reforma-tributaria-nesta-terca/,1,0.5983730642011168,0.4016269357988832
32,Novo número dois do MEC é auditor da CGU,,Educação ,"21 Jul 2020, 11h18",Veja,https://veja.abril.com.br/blog/radar/novo-numero-dois-do-mec-e-auditor-da-cgu/,1,0.8195773713814157,0.18042262861858427
33,"‘Mulan’ e Christopher Nolan, os símbolos instáveis da retomada dos cinemas",Superprodução da Disney e novo filme do aclamado diretor são tratados como ‘salvadores’ da indústria cinematográfica pós-pandemia — mas não será tão fácil,Entretenimento ,No date related,Veja,https://veja.abril.com.br/entretenimento/mulan-e-christopher-nolan-os-simbolos-instaveis-da-retomada-dos-cinemas/,1,0.5983730642011168,0.4016269357988832
34,EUA aplicam sanção a empresas chinesas por violações de direitos humanos,Departamento de comércio americano alega que companhias usam mão de obra de minoria muçulmana mantida sob repressão na região de Xinjiang,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/eua-sancionam-empresas-chinesas-alegando-violacoes-de-direitos-humanos/,1,0.5983730642011168,0.4016269357988832
35,Justiça recusa liberdade a jovem de 15 anos presa por não fazer lições,Grace foi acusada de violar liberdade condicional após agressão contra a mãe e roubo; jovem tem déficit de atenção ,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/justica-recusa-liberdade-a-jovem-de-15-anos-presa-por-nao-fazer-tarefas/,1,0.5794536663155732,0.42054633368442684
36,O que diferencia um sábio de um ignorante? (por Mirian Guaraciaba),Juiz esparramou seu próprio veneno,None,"21 Jul 2020, 11h00",Veja,https://veja.abril.com.br/blog/noblat/o-que-diferencia-um-sabio-de-um-ignorante-por-mirian-guaraciaba/,1,0.566961198628316,0.43303880137168405
37,Gilmar quer sessão presencial no STF para julgar suspeição de Moro,Ex-juiz da Lava Jato é acusado de parcialidade pela defesa do ex-presidente Lula ,Política ,No date related,Veja,https://veja.abril.com.br/politica/gilmar-quer-sessao-presencial-no-stf-para-julgar-suspeicao-de-moro/,1,0.602077418764654,0.39792258123534596
38,Marta Suplicy pode disputar cadeira na Câmara de Vereadores de SP,,Brasil ,"21 Jul 2020, 10h17",Veja,https://veja.abril.com.br/blog/radar/marta-suplicy-pode-disputar-cadeira-na-camara-de-vereadores-de-sp/,1,0.5983730642011168,0.4016269357988832
39,"Reino Unido falhou em evitar interferência russa no Brexit, diz relatório","Investigação retrata Rússia como potência hostil que representa ameaça em frentes como espionagem cibernética, interferência eleitoral e lavagem de dinheiro",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/reino-unido-falhou-em-evitar-interferencia-russa-no-brexit-diz-relatorio/,0,0.024294612890651737,0.9757053871093483
40,"As amizades políticas do fundador da Qualicorp, preso pela PF nesta terça","Alvo de operação que mira caixa dois na campanha de Serra, José Seripieri Júnior emprestava mansão e jatinho a Lula e teve casamento 'suprapartidário'",Política ,No date related,Veja,https://veja.abril.com.br/politica/as-amizades-politicas-do-fundador-da-qualicorp-preso-pela-pf-nesta-terca/,1,0.8195773713814157,0.18042262861858427
41,Um oceano de cloroquina (por José Casado),Manipulação da Ciência não é novidade na biografia do presidente ,None,"21 Jul 2020, 10h00",Veja,https://veja.abril.com.br/blog/noblat/um-oceano-de-cloroquina-por-jose-casado/,1,0.5983730642011168,0.4016269357988832
42,Setor elétrico lidera retomada da bolsa na pandemia,Ativos ligados são os de melhor desempenho desde o pico histórico de 23 de janeiro; bancos e construtoras vão mal,Economia ,No date related,Veja,https://veja.abril.com.br/economia/setor-eletrico-lidera-retomada-da-bolsa-na-pandemia/,1,0.5983730642011168,0.4016269357988832
